11alive.com,1
16wmpo.com,0
21stcenturywire.com,0
247newsmedia.com,0
24online.news,0
24wpn.com,0
24x365live.com,0
2theadvocate.com,1
70news.wordpress.com,0
7newspolitical.site,0
9news.com,1
9wsyr.com,1
9wusa.com,1
abc13.com,1
abc3340.com,1
abc7news.com,1
abcnews.com.co,0
abcnews.go.com,1
abcnews4.com,1
abqjournal.com,1
activistpost.com,0
actualidadpanamericana.com,0
addictinginfo.org,0
adn.com,1
ajc.com,1
al.com,1
alabamaobserver.com,0
aljazeera.com,1
americanflavor.news,0
americanjournalreview.com,0
americannews.com,0
americannewsx.com,0
americanpeoplenetwork.com,0
americanpoliticnews.co,0
americanpresident.co,0
americantoday.us,0
americasfreedomfighters.com,0
americaslastlineofdefense.org,0
americatalks.com,0
amplifyingglass.com,0
amposts.com,0
a-news24.com,0
anews24.org/,0
angrypatriotmovement.com,0
anonews.co,0
anonjekloy.tk,0
antinews.com,0
ap.org,1
app.com,1
ardmoreite.com,1
argusleader.com,1
arkansasbusiness.com,1
arktimes.com,1
armyusanews.com,0
artvoice.com,1
asamericanasapplepie.org,0
associatedmediacoverage.com,0
atlanta.creativeloafing.com,1
attitude.co.uk,0
augustachronicle.com,1
aurora-news.us,0
autonews.com,1
avpress.com,1
awarenessact.com,0
azcentral.com,1
azstarnet.com,1
babylonbee.com,0
baltimoresun.com,1
bannedinformation.com,0
baynews9.com,1
bb4sp.com,0
bbc.com,1
bdtonline.com,1
beforeitsnews.com,0
benjaminfulford.typepad.com,0
bergen.com,1
bestofneworleans.com,1
bestthings.us,0
bhamweekly.com,1
bigamericannews.com,0
billingsgazette.com,1
bipartisanreport.com,0
bismarcktribune.com,1
blackinsurancenews.com,0
bleacherreport.com,1
blingnews.com,0
blog.veterantv.net,0
bloomberg.com,1
bluelinestrong.net,0
bluenationreview.com,0
bluevision.news,0
bluevisionpost.com,0
bohemian.com,1
boiseweekly.com,1
boston.cbslocal.com,1
boston.com,1
bostonglobe.com,1
bostonherald.com,1
bostonleader.com,0
bostonphoenix.com,1
bostontribune.com,0
boulderweekly.com,1
bozemandailychronicle.com,1
breakingnews247.net,0
breakingnews365.net,0
breakingnewsblast.com,0
breakingtop.world,0
breitbart.com,0
buffalo.com,1
burrardstreetjournal.com,0
businessinsider.com,1
buzzfeed.com,1
buzzfeedusa.com,0
cabinet.com,1
caller.com,1
callthecops.net,0
cannasos.com,0
cantonrep.com,1
cbs2.com,1
cbs4boston.com,1
cbsnews.com,1
cbsnewyork.com,1
channel18news.com,0
channel23news.com,0
channel24news.com,0
channel4000.com,1
charlestoncitypaper.com,1
chicago.cbslocal.com,1
chicago.suntimes.com,1
chicagoreader.com,1
chicagotribune.com,1
chieftain.com,1
christiantimes.com,0
christiantimesnewspaper.com,0
christiantoday.info,0
christwire.org,0
chron.com,1
chronicle.su,0
chronline.com,1
cincinnati.bizjournals.com,1
citybeat.com,1
city-herald.com,0
citypages.com,1
citypaper.com,1
civictribune.com,0
cjonline.com,1
clarionledger.com,1
clashdaily.com,0
cleveland.com,1
clevescene.com,1
clickhole.com,0
cloudpolitical.com,0
cnet.com,1
cnewsgo.com,0
cnn.com,1
cnn-business-news.ga,0
cnnews3.com,0
coasttocoastam.com,0
coffeebreakforyou.com,0
collective-evolution.com,0
columbusalive.com,1
connpost.com,1
consciouslifenews.com,0
conservative101.com,0
conservative7.com,0
conservativeangle.com,0
conservativearmy88.com,0
conservativedailypost.com,0
conservativeflashnews.com,0
conservativeinfocorner.com,0
conservativeoutfitters.com,0
conservativepaper.com,0
conservativepoliticus.com,0
conservativepost.com,0
conservativespirit.com,0
conservativeview.info,0
consnation.com,0
countdowntozerotime.com,0
counterpsyops.com,0
courier-journal.com,1
courierpostonline.com,1
courierpress.com,1
creambmp.com,0
csmonitor.com,1
ctnow.com,1
c-ville.com,1
dailybruin.com,1
dailybuzzlive.com,0
dailycal.org,1
dailycurrant.com,0
dailyfeed.news,0
dailyherald.com,1
dailyinfobox.com,0
dailymail.co.uk,1
dailymail.com,1
dailynews.com,1
dailynews10.com,0
dailynews5.com,0
dailynewsbin.com,0
dailynewsposts.info,0
dailyregister.com,1
dailysidnews.com,0
dailysnark.com,0
dailystormer.com,0
dailysurge.com,0
dailythings.world,0
dailyusaupdate.com,0
daily-vine.com,0
dallasnews.com,1
damnleaks.com,0
daytondailynews.com,1
dcclothesline.com,0
defenseusa.club,0
democratandchronicle.com,1
democraticmoms.com,0
democraticunderground.com,0
demyx.com,0
denverguardian.com,0
